sqft,distance,is_new,price
1725.7364093344731,10.854884442608682,0,154093.205426078
1357.4660103975887,5.40070416228302,0,226827.47360504288
1321.5173503677318,1.6295161553351354,0,218939.8689734335
2125.010328957679,10.228693411280231,1,350905.26940439065
2342.4960114283294,6.488253938076993,0,338562.01360796683
1771.1959513678664,0.0,1,282005.274804793
2201.41315915681,3.982806863031837,1,278249.22905814706
1944.6544100190536,0.1108962870177006,1,299664.91004979226
1541.9520981579503,2.6552200386658256,0,193047.77349458454
1944.5582422033656,5.778046348585483,1,267791.91202645854
2415.2146265863876,13.105385069757787,1,349052.7361579176
1785.6695843560194,5.909130043072585,0,313349.14016756084
2425.8574623256027,7.471985725201421,0,334473.79949638736
752.1019583641023,2.2487265353709787,1,110670.73291617195
2128.7610017500897,0.010399081726792936,0,323204.229693636
1834.8188272952684,5.88093781080204,1,325400.70530885214
1680.397059813653,6.714580880729166,0,207112.58836267557
1836.704310614201,0.7477628157314804,0,262800.54215959297
1004.9724341596428,4.456124300419001,1,182815.846987068
1712.1312448649953,5.576145446808218,0,207331.3805200852
1942.8450286046987,4.46836140132109,0,295667.536582355
2391.1576178966066,9.854133687801887,0,302538.58713987586
1592.6919126905411,10.775538136865894,0,225577.71286854835
1476.6025588427249,3.92861155938911,0,179906.78527087564
1599.2971825661853,4.741147671731935,0,210193.88687981002
2166.1608470808296,5.452721536783416,1,347476.39135246014
1931.500443863874,3.1079691109249943,0,257542.81984721913
1588.0959184931844,6.431487042098659,1,315355.6031422224
2005.3069732453425,3.458283388500111,0,264276.5391993567
1838.8310197392161,5.408853810354258,1,288420.5499677186
2187.4579962131556,5.504317640770427,0,333285.63989819103
1519.178762449059,5.03283328948447,1,185468.32230811237
1668.9351413608927,5.345662022665309,0,163802.87841608014
1643.1567387471368,7.328403526509382,0,164167.34548732446
1214.5940207471526,0.5429209071715222,0,244625.88390523102
1918.4481108258303,4.782615748249038,0,243791.60021865467
1904.4221088719557,2.585819397012857,0,373101.1663003262
1802.0453826569844,3.6773471330565872,0,232643.50057337282
1706.1651466499413,5.662727212384263,1,270133.68808872165
1233.8517031798342,4.440224365835227,0,246425.92938678947
1631.7418708938565,1.392213381936406,0,321876.09988781845
1662.9141933892922,6.923388727263442,1,336239.68009038066
1479.0890923113525,7.462359037971615,1,278438.2631871732
1735.4857153335963,5.917733286339084,0,281467.5870134728
1961.6203427258154,11.438489151303274,0,274780.0516412353
2554.474360484212,6.4510042051103405,0,368318.3536894399
1869.8311251327357,1.6151915157294274,1,272486.7318155987
1903.0201562891057,0.17894003473269215,1,270097.6433136023
1770.221633693533,9.339241102935214,0,234273.89443798026
1032.4915138803835,3.125554538464091,1,182714.93314925663
1789.3944498203132,4.7802182363702,1,257257.55729623596
1824.0920839764105,5.960366298841514,0,278865.4490789133
2785.2968449941145,6.550017083075443,1,427797.77849288785
1723.055614087551,11.952534009288234,0,224445.34711431531
1920.618936933445,5.990758230592907,0,321603.2009824452
1786.1152921179028,5.2587608444041924,0,202889.98795559557
1332.5287849521872,4.839943796457012,0,187637.24443370267
2257.1291258060082,8.72867332424018,0,265996.58229988825
2100.7732130747095,7.175518138210941,1,230904.76647140988
2116.4127788172186,4.210640527750157,0,288030.3844411078
1436.2450180821045,4.59563016181851,0,203692.61134906567
2361.1177243744396,13.4516621112973,0,353517.1303207261
1239.2595748830877,6.2325580128803715,1,230245.9423295205
2034.7428375201082,10.95327406751873,0,220341.8453266886
2676.1822503239914,7.847264222326401,0,421763.78002526733
1403.7854699477248,0.05011288896288102,0,267145.26554785244
1573.4809081588912,3.4900437804955113,0,251631.48577632505
1839.8605460350566,5.366477467041367,1,270624.46916908945
1598.6097383535202,7.275623247180447,1,206628.72939194192
1179.734627573547,0.0,0,176679.8842659835
1827.425189922411,9.725776907993897,1,308663.6368548751
1375.078514509558,2.401368876810822,1,308188.76734809886
1989.4369722540725,4.666541651428103,1,361462.5528470919
1432.2303063064787,0.1248384057518912,0,201939.1446680708
2419.973762007016,3.1352987944377713,0,286206.2577259682
1486.698683065505,5.903005167213269,0,216330.27634266898
1671.1753935177298,4.575830869153862,1,191075.97999215196
2125.406886947868,2.757151735516178,0,309704.07979458687
1307.6542734264178,0.0,0,201014.40935922338
1890.9839738416517,4.4475657713378745,0,244933.91947225487
2322.857101712971,12.621350084433034,1,252090.67926158558
1157.006706175509,1.0062594767867306,0,206366.03057348952
1873.8535434129217,0.8598388577102893,1,275974.8750499433
1903.9531176993694,4.782536396239014,1,242330.09150679572
2112.729148710924,5.745475034311609,0,171400.58421111008
1305.2197156487673,0.0,1,230525.76967582662
1271.8173547662896,2.196202174278011,0,266919.53991591046
2008.776626246759,5.351079540607761,1,366450.32510970265
1918.7938692932744,7.682588440906627,0,238923.64872902218
1900.1971401383507,11.047853985527789,1,245791.61244554748
1938.5792837987904,9.072591507637224,1,299162.7097759442
1527.9901113686037,2.833284485178527,1,209923.54234116522
1892.9014788644015,2.1449296680969963,1,307785.0644522158
1917.2289893194725,13.306224356346943,0,270792.01678468345
1514.2594327894528,3.7489524659907287,1,294541.6034921345
2546.309804457903,8.773336898028353,1,350231.0027816652
1989.533168364715,5.875290580493565,0,262971.15845520643
1323.4786011189406,3.2116472878982676,0,164063.18680031563
2062.621443453532,5.880025981495831,1,271799.28110834194
1410.1273319090715,1.3296506389046485,1,231167.17223631355
2114.8338414969808,4.933592383763727,1,328673.9041009936
2263.4382316029614,7.218931347366812,0,336499.1787995849
1471.7270726593158,1.7283610498952842,1,214295.00754221826
2185.3504516977287,4.7882149104571505,0,357584.9522307369
1965.1123707745994,6.1448525369486875,1,281533.9828404031
2128.8240639977957,5.879188667726413,0,286966.6299026188
2558.717193061579,13.305564931055962,1,312240.9012083087
1701.8447535988519,0.0,1,182251.76002094452
1498.5055342570042,6.767048227052406,0,244881.33528412526
1444.1942281497907,6.95922671824184,1,256899.38310694668
1473.6758860138248,0.0,0,215588.00403693045
1769.1593162343584,3.817733798930745,1,278525.5452403257
1936.4607899266575,4.567981351645914,1,314308.91944442515
1910.6763197320076,1.3308465145065744,0,212786.7845488595
2130.8732996144095,4.320916435299422,1,296579.9395539791
1805.2007567511628,1.694276247358328,1,318311.8492529376
2381.4136308629268,13.163879484585502,0,246106.42032302474
1694.1372667048176,7.277721512966472,0,243205.6247523439
2888.0676666358477,14.255003618161714,1,324539.83695688035
2050.2669391060026,8.416350887659718,1,314440.1793270822
1457.1369774334871,0.0,1,248430.77800011908
1371.643000775555,1.284654205038454,1,171137.92484173086
1992.9889660972742,7.433068514170126,0,313449.04456744937
1710.6148858696597,0.8866910026724626,1,248230.0502244198
2085.600197636837,8.56699627870135,0,242160.93739974117
1989.2950498294178,5.225499054672684,0,281061.6767047498
1770.8684349372509,3.729879752037462,0,297260.0669135063
1461.282512772638,5.439292468473664,0,168403.15136815968
1194.061110125654,3.3030954850863896,0,185845.24075373818
1621.3940191731915,3.0240715984087174,0,252647.72751877975
2142.559517729389,10.19078699873969,1,329259.00542183337
1885.6374976520815,2.1849975054607156,0,276779.16941295663
1301.7044885152047,4.356329263408815,0,178454.43726826523
1869.272370340473,7.125665625607516,0,219832.0787380854
1954.1269518915346,4.841995441515702,0,273415.0032242921
1446.4570255195467,4.210684194324087,0,168057.22999994908
1861.4900423782112,1.5541094827351474,0,151862.45729739562
1823.2834873784,7.888498494512703,1,287590.91516817664
1342.8118808677507,2.1593529950097863,1,265816.7603625485
1943.1149441393134,4.147405659139448,1,201214.27889762569
2024.3138105472938,9.268596730247136,0,224722.63888653633
2233.2204972701106,5.053071414722275,0,327593.4158684544
2221.520820813961,2.8822202149791263,1,415235.65664120595
1248.9322528171635,0.0,0,200703.61864507594
1424.869984033951,4.942379774206673,0,177037.1411122887
2006.014106883464,2.1887824769284703,0,276839.4877510366
2005.5143803648834,11.29195444777751,0,311780.9190663809
2006.0190745224193,0.0,0,264883.7217777089
3000.0,16.089369104870116,0,329764.2124193795
2028.356204277267,6.77483342299419,0,253768.50335700816
2254.2262560722397,6.980991944750022,0,261431.03056407024
2181.6007053972808,5.273246266559554,1,325879.15848778683
2060.5565005223193,7.5001908456678095,1,364753.3458644573
1673.8923021438618,4.256557403444764,1,276020.5749715703
2103.587688197307,9.827844087036102,1,287852.8502375171
1490.8699141849713,3.797032516910975,1,230840.84139484187
1705.2725573039966,4.977268070905616,0,177173.27031589646
1605.8545808683587,2.938436267700226,0,269211.6319869887
1832.749655754529,4.9929114076094425,0,251837.73658720308
2725.8634266694035,10.552722440023196,1,363226.2473366338
1053.0939229633009,0.0,1,329095.5734693905
2074.5040761498053,2.3279641144318877,0,303906.7131293084
1154.9136515241394,4.004360539688841,1,171504.9145600228
1611.2272536842265,4.568732582804959,0,212586.76884547056
2235.580238786946,6.625951184876694,1,369329.60346767365
1825.712007638185,5.183861837387105,0,258064.6718259315
1368.9020888282776,3.887255560226401,0,145075.36484601945
1513.8785162960128,1.9501135405519792,0,262584.23871687375
2071.8390995738705,4.024281321662414,0,259822.08456231747
1507.8533473131454,4.126802501858772,0,293493.90522070293
1886.58343583279,2.497798846318854,0,312098.5383895642
1818.2287359615254,6.315901946951042,1,256346.86664817986
1539.3598609576732,0.0,0,285963.8377843253
2657.57763573013,12.37535509062758,0,334497.471436829
2053.5676089272047,7.685630491875152,1,332482.1686005279
989.9429653369572,1.7178040296264125,1,208029.05644333462
1874.581725907771,8.320981581375396,0,216132.59616517142
1535.2854140926447,8.672850403850953,0,182473.70518686602
2140.9733339184895,9.747976864646839,0,318871.3021795247
1482.9917046269197,0.0,0,214567.99127096875
1754.1054234132405,0.9317962168590981,1,266551.3236293317
2001.994911592183,4.135518824873878,0,239627.9297424662
2146.3020776680487,6.809783538972745,0,304070.86132698605
1319.8814371776896,4.152384247295817,1,303429.6164891611
1666.1995056636206,2.153766088857706,0,200781.32584289042
1610.0218755356175,4.610409671109322,0,230340.17431785644
1538.6683069705152,1.4271927377926086,0,286847.44083970116
2506.1816961124387,6.696355071586348,1,352467.082668905
1961.9926843843823,1.5899801313772448,0,298764.05358198343
1295.646418265982,0.0,1,187981.82906604264
2167.14477882191,2.7806700772605497,0,318847.64711515355
2648.8624788050533,6.316692635093268,0,341427.64895114466
2212.986104220459,10.225855910925812,1,349309.96460087213
1192.2520136183946,0.0,1,265565.6836967974
1606.3063708534994,11.92867804877967,1,335553.2760368255
2306.764459674649,9.013776001015913,1,347955.7340864532
1516.9322137524878,4.139169439847061,1,257646.20999404404
1977.5277712584914,3.3125655157488167,0,285141.00806686596
2109.853621371735,8.650197745085649,0,263105.1896169236
1429.2278113687669,1.4192255781305125,1,255789.01436832812
1776.18985757528,5.246978731812485,0,235585.79030803495
600.0,6.680253614806384,1,133697.6782063654
1390.244943466284,2.6630450181574705,1,286544.1595858
1698.972739442736,7.942683676070707,0,189786.97509373055
1300.88672721406,0.39490436069263835,0,250516.83662877113
2452.964521572654,8.159857136372384,1,397560.773873196
1227.943448815747,7.452119150985265,0,170274.1153252907
1623.9822053212065,2.23900985324273,1,178286.63911847284
1852.2962309144366,10.69882682856297,0,215866.18774026624
2376.509315626446,10.005802384498658,1,382043.4925841219
1225.6551395282243,0.44087536995831833,0,194841.26814155665
2265.265500861984,9.223550721476483,1,279189.1186472122
1804.093224407835,7.938129470919364,0,222485.8016670534
1407.3965395808195,4.902412584555687,0,237805.14805621342
1984.8413897053083,1.2135327888551721,0,306409.7111261267
1879.623878229388,3.216707863672334,1,281347.4578297218
1559.9132491364821,3.0570103390278964,1,238345.58240670664
1827.9208339960076,4.916303882679898,0,238931.26246972833
1645.874561255296,6.091389098928514,0,192334.37267390988
1845.4069381004992,5.760137693302258,0,318783.44707093085
2064.852269808419,2.3182282729117905,1,302934.7687898213
2434.406726458141,9.312627185308594,1,387877.266452071
1304.8738004692605,4.356126238197772,0,254369.11941861597
2653.2133498625067,10.945438093105652,0,375481.72363010223
1019.1648801909993,4.338166577618862,0,142020.47338134138
1739.2859619857666,7.198196273575545,0,253268.93023102972
2035.3268825938305,7.5541746506544625,0,270608.8777036596
1912.396747094013,5.351486601094125,1,252285.0754187941
1550.9201920717624,0.0,0,249084.7943174756
1716.75109985709,5.872610156683207,1,216230.7098664091
1602.799626136467,4.637061192171669,0,275931.94709832355
1564.2540972223153,4.636006997697697,0,205217.77878164905
2139.84083880841,2.8689584665811214,1,331220.4114921794
1942.806194386019,2.4708613507053077,1,312055.6741360521
1522.8361618957383,6.773639369477402,1,227063.2223708933
2159.8399501733,6.680534289296536,0,312606.94321191736
1922.9198083506437,7.659101133871092,0,238776.927335563
2125.144847535584,6.7106793660693045,1,344737.235504352
2051.851536769445,6.348526102334461,0,223337.4188954601
1468.401995631171,6.1568613960838485,0,212792.83846934544
1575.927583921212,2.3315037349539387,0,309673.958828015
2098.9174420493046,6.782949541069472,0,241507.99143848513
2044.148106173386,4.833914664751803,1,278686.22992555687
1791.6393624143407,3.6547081297747566,0,274588.91308675316
1846.9309533235128,4.307138396211646,0,265893.5704877705
2311.06595831537,8.22173110647799,0,316687.92564935284
1563.371444465668,2.3806113573379077,0,250030.22446977295
2018.8389524680151,9.861463139060637,0,288065.1436214507
1719.1229390264423,1.9117927884736998,0,294947.3679960009
1712.9275187091118,4.004022661061482,0,259931.9805390495
2239.5107407948763,5.878360529151857,1,316455.90112318785
2130.166539595212,10.991766351037256,0,299547.63374642294
2125.4038544002556,7.216683601536002,0,359393.6891192313
2322.1915228617318,10.706491232714564,1,316238.1591899612
1808.4015366531037,0.5853265641546024,1,251271.03251908295
2072.7811885179854,7.165056740197704,0,321521.79917304404
1675.8932973626177,7.0483588736834,0,225146.87250432
1929.6665409953769,5.895184672803157,0,176967.64906047433
1747.9427782529262,7.936155016460685,1,294841.53542698594
1838.7983859970873,3.6421265796843203,1,263316.2991424406
2038.0628101747654,10.418356371430566,1,284691.13681451377
1472.711726706611,10.260253004390805,0,209223.8614143815
2636.954910274184,8.096258870051942,1,374765.7998139089
1397.5930474001193,1.651457672798281,0,241134.86535518107
1314.3245548849072,6.9317762057776395,0,169504.16314606223
2263.244349400027,12.054938184192274,0,305948.73930246977
2116.6650775851745,5.014745306466067,1,303573.70628746605
2049.6479268208623,4.9876791828167395,0,310547.1329055533
2051.3382037057117,5.4113371919470366,1,329541.2722293664
1795.1012908612342,0.9421549212033407,0,225168.14205795422
1441.0982514056673,0.44953541757574156,0,265022.46856295416
1830.3218232774905,2.1391868161312484,0,241782.52054034316
1529.1353153951554,1.3422838816633922,0,261791.69813367428
2190.0478933671006,6.846184804675159,1,331958.6853260802
1741.1770473991446,5.408529434605285,0,316243.0044558864
1469.8011212829954,8.000507084857208,1,218435.97400451373
1671.4456633388027,1.3621661944776404,1,257514.30917249547
1965.1725817102497,8.778830103980999,1,283707.4352577777
1574.51017887841,3.2305843617155228,0,217122.27706689163
1471.1118417734274,3.207168079909838,0,248909.59285076376
1897.474884596765,7.511832899483636,0,190509.06311569735
1897.986628443489,2.1217670775305497,1,254245.79741477285
1597.2227298515481,5.133342887809892,1,208554.58205558837
1611.5846777526708,4.557280013402522,0,267730.62496905593
1892.8199749430546,6.94145366673972,1,349738.5708962244
1220.7662634010703,2.971337248728806,0,183399.97112044317
1237.014490249378,9.550972870979573,1,188035.95128938623
1512.6223114990257,1.6498916047411805,0,229367.0890901868
1714.6211393152612,2.980114831570853,1,318289.32432744635
1924.3630262392019,3.7523935519217164,0,232572.2571253161
2390.142486779821,6.28428107641834,1,352499.01449371496
2143.0638492808075,4.803157864484485,1,356766.0935115406
1736.0245880146292,8.247172533395801,1,278625.1997591619
1792.3935168389244,9.223480328164186,0,245000.04570012804
1398.9882541448765,1.2827023894759535,0,254072.32703164296
1792.594745603044,2.4659070087025334,0,149584.35672628816
1684.5365444319448,5.836929391318936,0,261748.6099391129
1929.0874241352358,3.988767987833265,0,243361.15960763156
1469.1076225790707,5.244333566161886,1,162334.59813674452
2007.738605696469,6.647462091036244,0,291434.3503914668
2413.095565201031,3.5182454810134596,0,383963.0731876017
1756.495940617257,9.42499530707647,0,227006.58636773375
1960.6846888395767,11.191056463484449,0,289823.97515841335
2076.057596684445,4.541921911969066,1,374992.27618577203
1639.5118112456655,3.034454376420375,0,290234.63236358063
1889.6369927241667,6.305781135795549,1,348437.67689436907
1805.0369603127178,6.028555171524664,0,278203.8693658278
1839.0704394195327,7.1709850151161545,1,277192.8432410591
1490.7960864578135,9.484594048588116,1,161363.11575328652
1809.8040697035772,4.5181786660357375,0,243779.4528411241
1999.19931649818,3.6011048488755386,1,270370.73962050735
2380.4574431180167,3.764329531546502,0,411199.613279435
2183.7083304340827,4.725751532344656,1,315832.3125577625
2661.272983004623,9.206983996401723,0,346659.998242729
1493.0609748447803,8.848978464777264,1,249679.79662866055
2148.9282546882714,5.191807376332843,1,319040.0662884921
1873.3368022953407,6.0380478663933985,1,349488.3142934908
2675.921173287069,9.33033717821709,1,343213.55479041894
1476.6806858579394,6.948583249633948,0,214140.23076354057
1464.1112631276897,10.901353593259314,0,163290.4673676229
1560.2429418223912,2.208608390350994,0,177802.42739880574
950.4417102760773,0.0,0,139582.24159691783
1589.6979913276955,7.080972587845693,1,243039.3693138499
1496.3469353785208,5.527409145771538,0,195807.31582741748
1860.157514590483,10.840909550160514,1,237999.33390542216
1936.7023903108638,7.435296507532211,1,228845.6987678337
2550.4683356863543,7.674465406070594,1,354708.58115900296
2180.16953527442,8.672812168449028,0,225413.0927663432
1569.2385377350388,7.172303430423916,1,272193.952784517
1440.6341314606568,5.664617200895377,1,234179.83428997282
1996.7676686026023,7.505660436334905,0,208793.07894471032
1271.9067171917432,5.559557654726177,1,198581.77001683615
2532.5835063417417,12.170804303045726,1,312311.35162824846
2271.7760482885146,11.505357214555154,0,300864.0345677236
1612.3297391581182,6.007778358559519,0,279074.2514642214
1114.746188363649,1.0723767008676819,0,105545.51371520504
2341.5489496661653,8.147885807630795,0,311143.2597029441
1754.184061898953,8.390447209019834,0,228925.43397814923
2295.126524789385,5.024825610985215,0,337194.30919978913
1162.2289364822532,2.917164609029969,0,189243.84368028803
1560.249990818491,2.6212335171103724,0,199287.525077335
1802.0974798872733,5.096721868240818,1,263199.3745550856
1818.7922375058968,8.92931677535138,0,209626.08390251393
1619.9738114083025,4.673166261101223,1,298417.6441296366
2049.1399729389996,6.385009509163445,0,277594.2341720673
1372.9518282469621,0.0,0,290801.84681975574
1743.0482059914825,6.954001728039074,0,235877.34698227586
1848.1182526847595,7.177043806847024,0,221906.78822521158
2005.7755336234995,12.51864183803388,0,192588.56281620523
2084.645951235556,5.499895051318776,1,236532.24194407254
1350.1431632648523,3.4081667993160787,0,138427.24147361447
1186.354331705751,2.679922709661021,1,220007.81771616638
2311.0707287594037,12.28771348308744,1,335814.34793106344
1932.9256047918366,5.378741426798326,0,202567.22021334007
1500.6053853773785,4.34009150419791,0,252853.90429573634
2420.4607902090092,9.925993480194665,1,316354.87231715955
1846.2698537171434,5.791176638054791,0,260050.57301131485
2271.7188736255307,6.019293524476069,0,369037.20939185243
1827.0073925640436,5.71730694151514,1,312962.53891776106
2624.2991699527947,12.34239109934329,0,317147.5011800722
2502.1363369772816,5.431135786653228,1,323315.26406070264
1700.4143406083706,4.900980725482481,1,178274.16264338483
2188.6283803817423,4.842779457091192,0,269340.93450483866
2058.150379834059,9.875891785944823,0,258905.16066914485
2347.4526230129395,3.167702400713374,0,282704.0264733652
1414.0306157679584,1.3933875370250268,0,210253.23259738772
2074.4205839993756,7.503738545190441,0,279493.3297627045
2223.369794739835,11.813421061402197,1,297369.8729122505
1096.5042054307542,1.2852702439348072,0,151724.59068694766
1326.69659493369,0.9678843945888547,0,213046.12508694537
984.3071288959597,6.565006852801569,1,191099.46089188685
1692.237266222177,0.11714462986215235,1,234101.07495936094
2087.016902318385,0.0,1,381879.323468057
2400.942820838411,9.324757454352053,0,306195.3408461827
1829.6379121679101,3.642026887781718,1,284384.45371459797
2451.446218228517,5.193532639750446,0,356921.5251984329
1247.9594167140435,4.364866425468278,0,195989.1759798205
1118.647024257938,2.3246372626032867,0,215389.1964796725
1777.7809204413525,3.196668709996577,1,290228.67093104555
1953.626179575723,1.9272177018659322,0,254155.9934578715
1786.9221007623628,7.551982488652248,0,256234.84563377086
973.0231599840494,2.8157193337962294,0,112566.57290387077
1764.3519841948846,4.524232329636274,0,252491.92934553826
1278.2121997980587,7.930971987133291,1,203263.34838858875
2067.8690195320155,3.129090798681619,1,305432.3356568954
1946.6392984387394,1.1566209794194808,1,299985.3524168331
1424.048085469058,1.0445162177015566,0,142478.2597832767
1594.4532330653226,3.8355081162601197,0,207878.86730941987
1376.3145912444193,3.611591304190172,0,208036.77308240437
1774.9283610907312,4.150933631884667,0,256932.85811512978
2182.0569282004953,7.966450830545368,0,246840.473255385
1405.7095814657825,0.0,1,294313.4634104819
2001.6186062071379,10.339386843255468,0,224529.07828651008
1587.8969526510236,3.6930312280774116,0,268246.8286549601
1482.8508670950623,6.766141830239694,0,224731.45303555578
1757.187856018177,5.814115319223998,0,217571.10437075712
1385.9030710322504,4.299775012622604,0,274421.4791903827
1578.5402778611272,5.602003230002247,1,199873.3503830693
1320.8488429644606,3.9473698948742477,1,258425.9184155126
2585.890053166556,10.857618545435411,1,392757.2434653996
1814.1054207886914,9.057984694340751,0,213693.88804855492
1520.1097968029658,4.190112493119239,0,275541.45013957133
1885.5919642936888,7.554971094233981,0,243604.26184858257
1755.0687801236681,4.506136817756661,0,258637.58833276448
1711.6121601867108,8.878412447281972,1,264171.09543140815
2045.66668001737,4.199156493909041,0,277510.1824615354
2103.003084018922,11.917836718827058,0,299039.19085218076
1587.799540955789,3.818523852845915,0,260819.92217824547
1569.672703742128,0.0,0,168419.44551952812
1689.9793211393423,4.83420985042908,1,315468.49870055995
879.2315341057661,0.0,0,89008.10457126496
1193.9235751205792,4.491548522569069,0,221098.0316204286
2346.74970697781,5.7758765969818775,0,359350.5405194949
2457.9870854005135,6.951385127358229,0,280465.637657379
1700.3855841774487,0.0,1,262613.6985831104
2030.6227852223064,4.7961949683643015,1,260057.96258214643
1924.5000618174145,0.0,1,297343.1662065403
3000.0,6.24829152954283,1,403933.75404394185
2247.8299645738307,9.520393791302045,0,322364.83566572715
1748.8329634076933,7.101565292990964,1,315967.6095747347
1417.7838237598298,4.365291804154043,0,262865.5358703157
1157.421471896971,0.0,0,166403.85556450445
1881.3854543468892,5.263793203308507,1,276605.9999619201
1497.4597018862787,3.4764908921596884,0,151928.16386103642
1231.0985161609303,0.0,1,190497.0192794641
1541.3708463029893,8.2170491368164,0,248907.41946980782
1367.3807985542421,5.468990864498225,1,287302.03617494367
2474.856654029026,7.711390748656138,1,299474.67136231775
2152.6559027797803,6.843937030882493,1,289088.3268748104
1796.810943473353,5.609203141209423,1,272733.473514817
2391.97765555601,1.834683672507179,1,367739.714001984
1830.9473230590472,4.413204467733445,0,224089.92456701945
1455.4863194686945,1.231478853350077,0,237926.36355475668
2409.249630907863,5.041388124854569,0,305032.2174515432
2015.5640174738635,5.234519208711453,1,300586.0336355981
1385.1015382694175,8.318567271895654,0,213107.85269679112
1723.8645287665568,6.541851227633813,1,262495.0805615229
1449.752698646097,1.5352265238820948,0,201909.2086448226
1246.8801076142656,3.9521488821398036,0,183384.77411025923
